FactKey,BusinessKey,DateKey,KPIKey,Value,Target,DataQualityFlag,Source_Note
1094,10,20250301,49,98.12,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1095,10,20250301,50,74.28,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1096,10,20250301,51,76.94,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1097,10,20250301,52,79.6,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1098,10,20250301,53,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1099,10,20250301,54,84.91,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1100,10,20250301,55,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1101,1,20250401,1,29,25,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1102,1,20250401,2,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1103,1,20250401,3,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1104,1,20250401,4,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1105,1,20250401,5,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1106,1,20250401,6,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1107,1,20250401,7,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1108,1,20250401,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1109,1,20250401,9,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1110,1,20250401,10,23,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1111,1,20250401,11,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1112,1,20250401,12,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1113,1,20250401,13,142,121,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1114,1,20250401,14,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1115,1,20250401,15,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1116,1,20250401,16,0.1469,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1117,1,20250401,17,0.0476,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1118,1,20250401,18,0.1431,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1119,1,20250401,19,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1120,1,20250401,20,3.68,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1121,1,20250401,21,0.5589,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1122,1,20250401,22,55.2,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1123,1,20250401,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1124,1,20250401,24,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1125,1,20250401,25,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1126,1,20250401,26,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1127,1,20250401,27,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1128,1,20250401,28,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1129,1,20250401,29,3.04,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1130,1,20250401,30,2411960,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1131,1,20250401,31,2833220,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1132,1,20250401,32,3254480,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1133,1,20250401,33,3675740,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1134,1,20250401,34,49,42,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1135,1,20250401,35,95.46,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1136,1,20250401,36,98.12,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1137,1,20250401,37,74.28,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1138,1,20250401,38,12,10,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1139,1,20250401,39,79.59,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1140,1,20250401,40,82.25,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1141,1,20250401,41,84.91,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1142,1,20250401,42,87.57,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1143,1,20250401,43,43,37,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1144,1,20250401,44,92.88,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1145,1,20250401,45,95.54,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1146,1,20250401,46,98.2,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1147,1,20250401,47,6,5,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1148,1,20250401,48,12,10,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1149,1,20250401,49,79.67,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1150,1,20250401,50,82.33,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1151,1,20250401,51,84.99,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1152,1,20250401,52,87.65,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1153,1,20250401,53,43,37,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1154,1,20250401,54,92.96,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1155,1,20250401,55,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1156,2,20250401,1,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1157,2,20250401,2,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1158,2,20250401,3,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1159,2,20250401,4,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1160,2,20250401,5,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1161,2,20250401,6,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1162,2,20250401,7,23,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1163,2,20250401,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1164,2,20250401,9,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1165,2,20250401,10,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1166,2,20250401,11,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1167,2,20250401,12,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1168,2,20250401,13,196,167,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1169,2,20250401,14,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1170,2,20250401,15,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1171,2,20250401,16,0.042,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1172,2,20250401,17,0.1137,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1173,2,20250401,18,0.2483,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1174,2,20250401,19,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1175,2,20250401,20,5.63,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1176,2,20250401,21,0.8145,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1177,2,20250401,22,83.8,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1178,2,20250401,23,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1179,2,20250401,24,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1180,2,20250401,25,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1181,2,20250401,26,18,15,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1182,2,20250401,27,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1183,2,20250401,28,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1184,2,20250401,29,5,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1185,2,20250401,30,3674900,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1186,2,20250401,31,4096160,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1187,2,20250401,32,4517420,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1188,2,20250401,33,4938680,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1189,2,20250401,34,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1190,2,20250401,35,76.93,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1191,2,20250401,36,79.59,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1192,2,20250401,37,82.24,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1193,2,20250401,38,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1194,2,20250401,39,87.56,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1195,2,20250401,40,90.22,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1196,2,20250401,41,92.88,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1197,2,20250401,42,95.53,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1198,2,20250401,43,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1199,2,20250401,44,74.35,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1200,2,20250401,45,77.01,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1201,2,20250401,46,79.67,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1202,2,20250401,47,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1203,2,20250401,48,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1204,2,20250401,49,87.64,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1205,2,20250401,50,90.3,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1206,2,20250401,51,92.96,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1207,2,20250401,52,95.61,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1208,2,20250401,53,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1209,2,20250401,54,74.43,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1210,2,20250401,55,12,10,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1211,3,20250401,1,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1212,3,20250401,2,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1213,3,20250401,3,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1214,3,20250401,4,23,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1215,3,20250401,5,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1216,3,20250401,6,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1217,3,20250401,7,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1218,3,20250401,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1219,3,20250401,9,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1220,3,20250401,10,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1221,3,20250401,11,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1222,3,20250401,12,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1223,3,20250401,13,70,60,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1224,3,20250401,14,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1225,3,20250401,15,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1226,3,20250401,16,0.0871,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1227,3,20250401,17,0.1799,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1228,3,20250401,18,0.3536,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1229,3,20250401,19,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1230,3,20250401,20,7.58,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1231,3,20250401,21,0.2201,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1232,3,20250401,22,17.4,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1233,3,20250401,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1234,3,20250401,24,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1235,3,20250401,25,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1236,3,20250401,26,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1237,3,20250401,27,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1238,3,20250401,28,49,42,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1239,3,20250401,29,6.95,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1240,3,20250401,30,4937840,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1241,3,20250401,31,1159100,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1242,3,20250401,32,1580360,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1243,3,20250401,33,2001620,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1244,3,20250401,34,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1245,3,20250401,35,84.9,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1246,3,20250401,36,87.56,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1247,3,20250401,37,90.21,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1248,3,20250401,38,49,42,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1249,3,20250401,39,95.53,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1250,3,20250401,40,98.19,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1251,3,20250401,41,74.35,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1252,3,20250401,42,77,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1253,3,20250401,43,18,15,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1254,3,20250401,44,82.32,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1255,3,20250401,45,84.98,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1256,3,20250401,46,87.64,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1257,3,20250401,47,43,37,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1258,3,20250401,48,49,42,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1259,3,20250401,49,95.61,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1260,3,20250401,50,98.27,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1261,3,20250401,51,74.42,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1262,3,20250401,52,77.08,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1263,3,20250401,53,18,15,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1264,3,20250401,54,82.4,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1265,3,20250401,55,31,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1266,4,20250401,1,23,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1267,4,20250401,2,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1268,4,20250401,3,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1269,4,20250401,4,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1270,4,20250401,5,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1271,4,20250401,6,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1272,4,20250401,7,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1273,4,20250401,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1274,4,20250401,9,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1275,4,20250401,10,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1276,4,20250401,11,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1277,4,20250401,12,30,26,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1278,4,20250401,13,125,106,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1279,4,20250401,14,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1280,4,20250401,15,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1281,4,20250401,16,0.1323,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1282,4,20250401,17,0.246,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1283,4,20250401,18,0.1088,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1284,4,20250401,19,1,1,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1285,4,20250401,20,3.04,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1286,4,20250401,21,0.4757,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1287,4,20250401,22,45.9,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1288,4,20250401,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1289,4,20250401,24,3,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1290,4,20250401,25,49,42,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1291,4,20250401,26,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1292,4,20250401,27,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1293,4,20250401,28,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1294,4,20250401,29,2.41,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1295,4,20250401,30,2000780,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1296,4,20250401,31,2422040,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1297,4,20250401,32,2843300,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1298,4,20250401,33,3264560,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1299,4,20250401,34,43,37,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1300,4,20250401,35,92.87,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1301,4,20250401,36,95.52,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1302,4,20250401,37,98.18,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1303,4,20250401,38,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1304,4,20250401,39,77,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1305,4,20250401,40,79.66,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1306,4,20250401,41,82.31,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1307,4,20250401,42,84.97,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1308,4,20250401,43,37,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1309,4,20250401,44,90.29,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1310,4,20250401,45,92.95,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1311,4,20250401,46,95.6,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1312,4,20250401,47,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1313,4,20250401,48,6,5,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1314,4,20250401,49,77.08,97,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1315,4,20250401,50,79.74,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1316,4,20250401,51,82.39,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1317,4,20250401,52,85.05,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1318,4,20250401,53,37,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1319,4,20250401,54,90.37,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1320,4,20250401,55,49,42,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1321,5,20250401,1,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1322,5,20250401,2,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1323,5,20250401,3,54,46,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1324,5,20250401,4,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1325,5,20250401,5,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1326,5,20250401,6,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1327,5,20250401,7,17,14,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1328,5,20250401,8,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1329,5,20250401,9,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1330,5,20250401,10,36,31,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1331,5,20250401,11,42,36,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1332,5,20250401,12,48,41,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1333,5,20250401,13,179,152,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1334,5,20250401,14,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1335,5,20250401,15,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1336,5,20250401,16,0.0274,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1337,5,20250401,17,0.0922,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1338,5,20250401,18,0.214,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1339,5,20250401,19,2,2,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1340,5,20250401,20,4.99,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1341,5,20250401,21,0.7313,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1342,5,20250401,22,74.5,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1343,5,20250401,23,0,0,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1344,5,20250401,24,4,3,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1345,5,20250401,25,5,4,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1346,5,20250401,26,11,9,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1347,5,20250401,27,18,15,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1348,5,20250401,28,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1349,5,20250401,29,4.36,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1350,5,20250401,30,3263720,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1351,5,20250401,31,3684980,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1352,5,20250401,32,4106240,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1353,5,20250401,33,4527500,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1354,5,20250401,34,61,52,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1355,5,20250401,35,74.33,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1356,5,20250401,36,76.99,,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1357,5,20250401,37,79.65,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1358,5,20250401,38,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1359,5,20250401,39,84.97,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1360,5,20250401,40,87.62,93,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1361,5,20250401,41,90.28,92,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1362,5,20250401,42,92.94,98,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1363,5,20250401,43,55,47,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1364,5,20250401,44,98.26,96,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1365,5,20250401,45,74.41,95,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1366,5,20250401,46,77.07,94,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1367,5,20250401,47,18,15,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
1368,5,20250401,48,24,20,"OK","Synthetic monthly dummy aligned to Converter_MIStoDB schema intent"
